Week Return On;KO US Equity;FLR US Equity;GE US Equity;AMZN US Equity;WMT US Equity
27/01/2017;0,003146176;0,072741049;-0,017030702;0,033946532;-0,022625781
3/02/2017;0,002171291;-0,01712873;-0,010330292;-0,030594542;0,012793177
10/02/2017;-0,023110255;0,006827165;0,000672523;0,021303382;0,022857143
17/02/2017;0,016017743;0,006959315;0,021870318;0,021281996;0,019847104
24/02/2017;0,013339801;-0,023746234;-0,005926038;0,000201167;0,043534669
3/03/2017;0,016754428;0,008349973;-0,002319074;0,005489565;-0,032601188
10/03/2017;-0,004472693;-0,01530153;0,005312076;0,003035723;0,000999572
17/03/2017;-0,006148026;-0,019926874;-0,013210017;-0,000175961;-0,00299572
24/03/2017;0,002141328;-0,040477523;-0,005354743;-0,00786099;-0,004006296
31/03/2017;0,007597341;0,022939347;0,002691785;0,048402928;0,035483408
7/04/2017;0,004005655;-0,01368301;0,006374519;0,009407359;0,011376249
14/04/2017;0,00422436;-0,033140655;-0,014336806;-0,011409351;0,003429355
21/04/2017;0,006543585;0,007971303;-0,000337854;0,015666859;0,024470267
28/04/2017;0,001857441;0,014630289;-0,018950889;0,029448099;0,003202562
5/05/2017;0,012514484;-0,061184723;0,007934201;0,00990281;0,017557861
12/05/2017;-0,002288853;-0,032586135;-0,032512336;0,029117379;-0,010326797
19/05/2017;0,007111723;-0,016305514;-0,007783003;-0,001570708;0,040417382
26/05/2017;0,033940774;-0,018974918;-0,02138849;0,037443741;-0,008124921
2/06/2017;0,011015642;0,01289462;0,015663372;0,010996405;0,019070779
9/06/2017;-0,012421007;0,017339772;0,002153009;-0,028230012;-0,002511932
16/06/2017;-0,000220653;-0,028263215;0,037937403;0,009608406;-0,052631579
23/06/2017;-0,001324211;-0,023090586;-0,049310705;0,01622946;-0,005316321
30/06/2017;-0,008839779;0,040454545;-0,020311905;-0,03560683;0,011223944
7/07/2017;-0,01025641;-0,009611184;-0,031840976;0,011115702;-0,004624736
